Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,ë_g/må_,ë_g/må_,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15/06/2017,16:56:30,364.022,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:56:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:56:40,433.455,,17.3,73.3,,0.49,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:56:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:56:50,505.364,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:56:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:00,461.419,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:10,348.843,,17.3,73.1,4.02,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:20,423.022,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:30,433.046,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:40,406.664,,17.3,73.1,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:50,502.821,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:57:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:00,504.825,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:10,446.261,,17.3,73.2,3.98,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:20,488.286,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:30,484.284,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:40,525.685,,17.3,73.2,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:50,453.729,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:58:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:00,351.79,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:10,448.086,,17.3,73.2,3.98,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:20,332.064,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:30,248.047,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:40,356.769,,17.3,73.1,,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:50,416.899,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,16:59:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:00,819.767,,,73.1,4.01,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:10,353.359,,17.3,73,4.02,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:20,387.49,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:30,469.807,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:40,467.062,,17.3,72.9,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:50,702.606,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:00:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:00,744.883,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:10,572.008,,17.3,72.7,4.01,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:20,228.399,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:30,339.567,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:40,356.059,,17.3,72.9,,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:50,297.722,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:01:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:00,362.094,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:10,308.641,,17.3,72.2,4.01,0.49,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:20,290.245,,,72.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:30,257.542,,,72.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:40,317.091,,17.3,72.1,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:50,288.451,,,72.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:02:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:00,317.091,,,72.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:10,339.049,,17.3,72.2,4.02,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:20,314.539,,,72.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:30,547.38,,,72.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:40,583.491,,17.3,72.3,,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:50,365.192,,,72.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:03:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:00,326.429,,,72.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:10,491.254,,17.3,72.5,4.02,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:20,389.755,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:30,495.314,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:40,588.023,,17.3,72.6,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:50,630.605,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:04:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:00,713.739,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:10,439.781,,17.3,72.6,4.01,0.49,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:20,524.9,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:30,583.672,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:40,572.227,,17.3,72.7,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:50,479.215,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:05:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:00,525.721,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:10,770.089,,17.3,72.7,3.98,0.49,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:20,1572.517,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:30,563.923,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:40,457.35,,17.3,72.9,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:50,465.409,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:06:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:00,701.135,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:10,672.408,,17.3,72.9,4.02,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:20,591.88,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:30,491.22,,,72.9,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:40,592.124,,17.3,73,,0.5,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:50,626.246,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:07:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:00,586.102,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:10,491.956,,17.3,73,3.98,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:20,1154.591,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:30,1096.359,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:40,742.083,,17.3,73.1,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:50,611.717,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:08:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:00,764.145,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:10,726.521,,17.3,73.2,4.02,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:20,744.534,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:30,952.683,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:40,942.44,,17.3,73.3,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:50,722.804,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:09:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:00,936.45,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:10,956.892,,17.3,73.4,4.02,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:20,721.656,,,73.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:30,667.831,,,73.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:40,638.436,,17.2,73.3,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:50,648.411,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:10:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:00,552.646,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:10,391.197,,17.3,73.3,4.02,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:20,329.324,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:30,307.369,,,73.3,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:40,375.825,,17.2,73.2,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:50,209.902,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:11:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:00,275.871,,,73.2,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:10,367.03,,17.2,73.1,4,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:20,531.492,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:30,531.492,,,73.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:40,361.719,,17.2,73,,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:50,361.719,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:12:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:00,391.862,,,73,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:10,550.756,,17.2,72.6,3.98,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:20,364.471,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:30,459.639,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:40,402.594,,17.2,72.4,,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:50,555.091,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:13:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:00,709.622,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:10,532.859,,17.2,72.4,3.99,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:20,427.101,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:30,455.574,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:40,609.146,,17.2,72.5,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:50,521.835,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:14:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:00,615.238,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:10,513.589,,17.2,72.7,4.02,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:20,376.093,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:30,537.853,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:40,413.185,,17.2,72.8,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:50,282.175,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:15:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:00,310.392,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:10,486.306,,17.2,72.8,4.02,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:20,560.967,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:30,732.486,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:40,511.763,,17.2,72.7,,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:50,562.332,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:16:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:00,335.781,,,72.7,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:10,377.341,,17.2,72.8,4.02,0.49,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:20,288.555,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:30,353.127,,,72.8,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:40,487.862,,17.2,72.6,,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:50,641.711,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:17:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:00,854.265,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:10,631.824,,17.2,72.1,4,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:20,580.706,,,72.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:30,449.843,,,72.1,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:40,507.494,,17.2,72.5,,0.49,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:50,466.894,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:18:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:00,395.845,,,72.5,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:10,536.792,,17.1,72.4,4.01,0.5,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:20,575.424,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:30,845.854,,,72.4,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:40,702.709,,17.1,72.6,,0.5,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:50,767.512,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:19:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:20:00,889.017,,,72.6,,,,,1,0.11,-0.04,1.01,,,,,,,
15/06/2017,17:20:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
